,Path,Fold,Family,Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID,Dynamics,Dynamics ID,Instance ID,String ID (if applicable),Needed digital retuning
898,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#6-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,mf,2,1,,False
899,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#6-mf-alt2-T10d.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,mf,2,2,,True
900,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#6-mf-alt3-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,mf,2,3,,False
901,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#6-mf-alt4-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,C#6,85,mf,2,4,,False
902,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D6-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D6,86,mf,2,0,,False
903,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D6-mf-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D6,86,mf,2,1,,False
904,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D6-mf-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D6,86,mf,2,2,,False
905,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D6-mf-alt3-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D6,86,mf,2,3,,False
906,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#6-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,mf,2,0,,False
907,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#6-mf-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,mf,2,1,,False
908,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#6-mf-alt2-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,mf,2,2,,False
909,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#6-mf-alt3-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#6,87,mf,2,3,,False
910,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E6-mf-N-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E6,88,mf,2,0,,False
911,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E6-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,E6,88,mf,2,1,,False
912,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E6-mf-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E6,88,mf,2,2,,False
913,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E6-mf-alt3-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,E6,88,mf,2,3,,False
914,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E6-mf-alt4-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E6,88,mf,2,4,,False
915,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F6-mf-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,F6,89,mf,2,0,,False
916,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F6-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F6,89,mf,2,1,,False
917,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F6-mf-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,F6,89,mf,2,2,,False
918,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F6-mf-alt3-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F6,89,mf,2,3,,False
919,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#6-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,mf,2,0,,False
920,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#6-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,mf,2,1,,False
921,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#6-mf-alt2-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,mf,2,2,,False
922,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#6-mf-alt3-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#6,90,mf,2,3,,False
923,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G6-mf-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G6,91,mf,2,0,,False
924,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G6-mf-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G6,91,mf,2,1,,False
925,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G6-mf-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G6,91,mf,2,2,,False
926,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G6-mf-alt3-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G6,91,mf,2,3,,False
927,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#6-mf-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G#6,92,mf,2,0,,False
928,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#6-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G#6,92,mf,2,1,,False
929,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#6-mf-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G#6,92,mf,2,2,,False
930,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A6-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,A6,93,mf,2,0,,False
931,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A6-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A6,93,mf,2,1,,False
932,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#6-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A#6,94,mf,2,0,,False
933,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#6-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A#6,94,mf,2,1,,False
934,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B6-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,B6,95,mf,2,0,,False
935,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B6-mf-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B6,95,mf,2,1,,False
936,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C7-mf-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C7,96,mf,2,0,,False
937,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C7-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C7,96,mf,2,1,,False
938,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#7-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C#7,97,mf,2,0,,False
939,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#7-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C#7,97,mf,2,1,,False
940,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D7-mf-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D7,98,mf,2,0,,False
941,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D7-mf-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D7,98,mf,2,1,,False
942,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#7-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#7,99,mf,2,0,,False
943,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#7-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#7,99,mf,2,1,,False
944,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E7-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E7,100,mf,2,0,,False
945,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E7-mf-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,E7,100,mf,2,1,,False
946,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E7-mf-alt2-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E7,100,mf,2,2,,False
947,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F7-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F7,101,mf,2,0,,False
948,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F7-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F7,101,mf,2,1,,False
949,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#7-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F#7,102,mf,2,0,,False
950,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#7-mf-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,F#7,102,mf,2,1,,False
951,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G7-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G7,103,mf,2,0,,False
952,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G7-mf-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,G7,103,mf,2,1,,False
953,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#7-mf-N-T10d.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G#7,104,mf,2,0,,True
954,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A7-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A7,105,mf,2,0,,False
955,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#7-mf-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A#7,106,mf,2,0,,False
956,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B7-mf-N-T13d.wav,0,Keyboards,Acc,Accordion,ord,ordinario,B7,107,mf,2,0,,True
957,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C8-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C8,108,mf,2,0,,False
958,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#8-mf-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,C#8,109,mf,2,0,,False
959,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E1-ff-N-T20u.wav,4,Keyboards,Acc,Accordion,ord,ordinario,E1,28,ff,4,0,,True
960,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F1-ff-N-T30u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F1,29,ff,4,0,,True
961,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#1-ff-N-T29u.wav,0,Keyboards,Acc,Accordion,ord,ordinario,F#1,30,ff,4,0,,True
962,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G1-ff-N-T20u.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G1,31,ff,4,0,,True
963,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#1-ff-N-T16u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,G#1,32,ff,4,0,,True
964,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A1-ff-N-T22u.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A1,33,ff,4,0,,True
965,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#1-ff-N-T12u.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A#1,34,ff,4,0,,True
966,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B1-ff-N-T11u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B1,35,ff,4,0,,True
967,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C2-ff-N-T12u.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C2,36,ff,4,0,,True
968,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#2-ff-N-T12u.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C#2,37,ff,4,0,,True
969,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D2-ff-N-T15u.wav,2,Keyboards,Acc,Accordion,ord,ordinario,D2,38,ff,4,0,,True
970,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#2-ff-N-T11u.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#2,39,ff,4,0,,True
971,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E2-ff-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E2,40,ff,4,0,,False
972,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E2-ff-alt1-T10u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,E2,40,ff,4,1,,True
973,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F2-ff-N-T14u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F2,41,ff,4,0,,True
974,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F2-ff-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,F2,41,ff,4,1,,False
975,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#2-ff-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,F#2,42,ff,4,0,,False
976,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-F#2-ff-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,F#2,42,ff,4,1,,False
977,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G2-ff-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,G2,43,ff,4,0,,False
978,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G2-ff-alt1-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,G2,43,ff,4,1,,False
979,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#2-ff-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#2,44,ff,4,0,,False
980,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-G#2-ff-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,G#2,44,ff,4,1,,False
981,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A2-ff-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,A2,45,ff,4,0,,False
982,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A2-ff-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A2,45,ff,4,1,,False
983,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#2-ff-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,A#2,46,ff,4,0,,False
984,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-A#2-ff-alt1-N.wav,3,Keyboards,Acc,Accordion,ord,ordinario,A#2,46,ff,4,1,,False
985,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B2-ff-N-T14u.wav,2,Keyboards,Acc,Accordion,ord,ordinario,B2,47,ff,4,0,,True
986,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-B2-ff-alt1-T13u.wav,3,Keyboards,Acc,Accordion,ord,ordinario,B2,47,ff,4,1,,True
987,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C3-ff-N-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C3,48,ff,4,0,,False
988,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C3-ff-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,C3,48,ff,4,1,,False
989,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#3-ff-N-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,C#3,49,ff,4,0,,False
990,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-C#3-ff-alt1-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,C#3,49,ff,4,1,,False
991,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D3-ff-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D3,50,ff,4,0,,False
992,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D3-ff-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,D3,50,ff,4,1,,False
993,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#3-ff-N-N.wav,1,Keyboards,Acc,Accordion,ord,ordinario,D#3,51,ff,4,0,,False
994,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-D#3-ff-alt1-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,D#3,51,ff,4,1,,False
995,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E3-ff-N-N.wav,0,Keyboards,Acc,Accordion,ord,ordinario,E3,52,ff,4,0,,False
996,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E3-ff-alt1-N.wav,4,Keyboards,Acc,Accordion,ord,ordinario,E3,52,ff,4,1,,False
997,c:\Users\sumen\OneDrive\Desktop\MADHAV_LAB\pipeline_for_data_preparation_and_CNN_training\audios_folder\Keyboards\Accordion\ordinario\Acc-ord-E3-ff-alt2-N.wav,2,Keyboards,Acc,Accordion,ord,ordinario,E3,52,ff,4,2,,False
